时间,负荷值
12810,315.464
12811,313.392
12812,311.687
12813,327.1
12814,293.391
12815,282.069
12816,250.716
12817,270.66
12818,257.072
12819,231.098
12820,228.563
12821,214.211
12822,259.89
12823,279.106
12824,249.417
12825,235.697
12826,231.165
12827,231.477
12828,241.537
12829,229.315
12830,219.994
12831,255.911
12832,274.955
12833,281.669
12834,307.953
12835,322.392
12836,299.549
12837,314.894
12838,308.977
12839,286.307
12840,275.772
12841,276.528
12842,273.689
12843,221.218
12844,217.411
12845,216.873
12846,239.787
12847,277.455
12848,255.466
12849,257.043
12850,282.043
12851,280.183
12852,291.371
12853,259.515
12854,239.007
12855,268.21
12856,274.204
12857,305.944
12858,293.746
12859,303.278
12860,300.697
12861,300.436
12862,288.355
12863,262.122
12864,248.515
12865,248.737
12866,249.148
12867,245.614
12868,238.254
12869,237.793
12870,244.957
12871,280.353
12872,251.759
12873,258.881
12874,252.077
12875,251.967
12876,257.02
12877,239.906
12878,235.394
12879,262.807
12880,292.926
12881,313.954
12882,325.505
12883,297.767
12884,300.144
12885,299.724
12886,278.484
12887,264.232
12888,240.613
12889,245.74
12890,247.492
12891,227.514
12892,227.521
12893,206.923
12894,244.447
12895,284.141
12896,257.623
12897,240.752
12898,246.878
12899,230.568
12900,237.404
12901,216.951
12902,199.106
12903,228.264
12904,249.472
12905,261.019
12906,295.27
12907,298.838
12908,303.02
12909,318.03
12910,289.328
12911,261.783
12912,257.806
12913,252.298
12914,239.132
12915,225.301
12916,223.954
12917,225.358
12918,264.776
12919,297.165
12920,259.934
12921,255.306
12922,243.829
12923,234.111
12924,232.66
12925,209.409
12926,205.954
12927,235.827
12928,245.621
12929,273.43
12930,296.987
12931,313.433
12932,311.461
12933,318.288
12934,293.965
12935,274.56
12936,255.509
12937,274.274
12938,274.926
12939,262.6
12940,255.8
12941,256.06
12942,302.087
12943,341.315
12944,299.484
12945,286.412
12946,278.593
12947,268.454
12948,251.012
12949,227.797
12950,211.691
12951,256.109
12952,281.146
12953,287.818
12954,339.531
12955,335.996
12956,345.784
12957,342.73
12958,316.213
12959,291.162
12960,284.962
12961,286.125
12962,272.312
12963,255.133
12964,250.532
12965,257.671
12966,294.688
12967,321.087
12968,295.527
12969,279.033
12970,297.481
12971,301.663
12972,308.262
12973,248.273
12974,222.685
12975,223.116
12976,269.22
12977,301.768
12978,304.342
12979,317.003
12980,303.146
12981,313.267
12982,270.44
12983,252.414
12984,256.904
12985,257.445
12986,249.497
12987,239.313
12988,231.642
12989,234.249
12990,266.729
12991,318.288
12992,287.888
12993,268.125
12994,267.09
12995,240.032
12996,240.491
12997,211.436
12998,203.758
12999,243.246
13000,267.158
13001,299.421
13002,314.303
13003,322.169
13004,315.338
13005,318.419
13006,306.216
13007,291.322
13008,285.063
13009,280.7
13010,270.364
13011,255.405
13012,264.998
13013,256.129
13014,266.153
13015,289.278
13016,261.946
13017,264.461
13018,254.821
13019,249.278
13020,252.972
13021,232.062
13022,216.361
13023,246.41
13024,281.052
13025,299.777
13026,322.621
13027,315.851
13028,308.619
13029,324.765
13030,320.537
13031,298.621
13032,287.847
13033,278.23
13034,275.517
13035,266.181
13036,265.546
13037,261.626
13038,281.076
13039,317.979
13040,288.756
13041,287.225
13042,300.294
13043,317.197
13044,317.148
13045,295.007
13046,282.021
13047,312.928
13048,326.957
13049,313.601
13050,296.868
13051,308.787
13052,291.218
13053,296.482
13054,281.85
13055,272.575
13056,236.77
13057,259.544
13058,251.994
13059,238.754
13060,223.304
13061,216.415
13062,237.317
13063,276.08
13064,246.599
13065,252.807
13066,264.871
13067,260.261
13068,282.643
13069,246.553
13070,229.062
13071,267.378
13072,284.923
13073,297.774
13074,308.551
13075,322.533
13076,332.206
13077,345.296
13078,316.188
13079,298.947
13080,281.796
13081,278.262
13082,253.05
13083,245.997
13084,239.045
13085,231.537
13086,260.422
13087,281.349
13088,264.064
13089,254.523
13090,255.4
13091,256.788
13092,272.977
13093,244.903
13094,242.907
13095,294.542
13096,320.01
13097,319.011
13098,310.747
13099,314.976
13100,299.828
13101,289.784
13102,275.797
13103,250.202
13104,240.447
13105,244.778
13106,240.805
13107,236.407
13108,227.069
13109,232.552
13110,263.596
13111,295.727
13112,254.269
13113,256.525
13114,265.937
13115,248.112
13116,251.028
13117,240.41
13118,226.536
13119,255.523
13120,281.378
13121,308.678
13122,330.264
13123,322.871
13124,332.728
13125,332.829
13126,309.694
13127,290.394
13128,281.159
13129,274.192
13130,267.603
13131,258.522
13132,250.998
13133,254.133
13134,295.632
13135,329.046
13136,295.455
13137,278.844
13138,284.091
13139,275.272
13140,270.302
13141,253.557
13142,245.582
13143,269.689
13144,311.69
13145,317.697
13146,340.691
13147,341.062
13148,333.795
13149,335.033
13150,307.515
13151,305.447
13152,274.792
13153,273.477
13154,266.223
13155,244.535
13156,267.235
13157,264.703
13158,266.042
13159,298.707
13160,276.012
13161,280.831
13162,272.643
13163,267.134
13164,267.993
13165,240.783
13166,233.339
13167,265.305
13168,286.201
13169,319.164
13170,335.423
13171,351.929
13172,346.384
13173,361.302
13174,342.474
13175,325.258
13176,323.033
13177,313.408
13178,313.633
13179,286.193
13180,258.811
13181,264.263
13182,290.084
13183,311.709
13184,292.343
13185,288.757
13186,297.868
13187,309.121
13188,325.634
13189,317.342
13190,306.198
13191,327.018
13192,343.106
13193,344.686
13194,355.983
13195,340.463
13196,346.91
13197,362.854
13198,361.215
13199,334.423
13200,307.32
13201,309.987
13202,299.314
13203,301.297
13204,276.436
13205,276.154
13206,311.554
13207,336.18
13208,320.059
13209,306.824
13210,286.515
13211,280.516
13212,286.987
13213,259.712
13214,256.383
13215,286.714
13216,320.246
13217,345.042
13218,355.081
13219,340.477
13220,336.623
13221,332.677
13222,335.811
13223,328.383
13224,308.492
13225,312.659
13226,297.104
13227,296.475
13228,280.371
13229,275.1
13230,294.643
13231,308.8
13232,283.801
13233,279.679
13234,292.958
13235,289.265
13236,277.056
13237,222.765
13238,188.25
13239,245.383
13240,267.358
13241,210.813
13242,246.111
13243,223.418
13244,231.193
13245,232.497
13246,224.494
13247,211.685
13248,192.3
13249,202.639
13250,203.668
13251,206.33
13252,183.485
13253,174.993
13254,186.187
13255,207.517
13256,204.594
13257,203.048
13258,201.611
13259,230.464
13260,220.357
13261,199.37
13262,192.985
13263,217.76
13264,212.822
13265,216.083
13266,220.972
13267,224.221
13268,233.699
13269,232.855
13270,222.613
13271,211.793
13272,205.212
13273,212.852
13274,194.34
13275,192.975
13276,195.072
13277,195.908
13278,205.62
13279,229.163
13280,199.105
13281,203.813
13282,206.815
13283,201.408
13284,209.302
13285,194.23
13286,178.574
13287,209.295
13288,236.94
13289,253.263
13290,250.624
13291,255.058
13292,261.979
13293,254.871
13294,241.482
13295,243.826
13296,217.606
13297,235.898
13298,222.947
13299,219.668
13300,209.846
13301,202.921
13302,216.496
13303,252.623
13304,225.225
13305,229.923
13306,241.293
13307,242.045
13308,242.616
13309,221.287
13310,193.074
13311,245.122
13312,264.6
13313,268.657
13314,260.063
13315,261.752
13316,249.784
13317,252.325
13318,247.449
13319,225.486
13320,224.829
13321,233.428
13322,225.785
13323,215.019
13324,210.753
13325,210.2
13326,225.821
13327,245.874
13328,228.579
13329,217.308
13330,242.716
13331,222.072
13332,238.314
13333,220.798
13334,224.934
13335,229.689
13336,246.489
13337,267.899
13338,238.966
13339,251.487
13340,229.797
13341,239.827
13342,236.244
13343,223.607
13344,212.37
13345,224.697
13346,221.188
13347,213.283
13348,201.607
13349,198.643
13350,215.559
13351,244.165
13352,204.417
13353,197.026
13354,192.547
13355,202.958
13356,218.822
13357,221.389
13358,210.661
13359,244.503
13360,272.072
13361,244.371
13362,251.207
13363,259.108
13364,276.869
13365,269.63
13366,258.768
13367,232.957
13368,231.785
13369,245.91
13370,226.837
13371,220.945
13372,214.798
13373,205.976
13374,213.082
13375,251.21
13376,216.558
13377,211.889
13378,222.22
13379,216.817
13380,235.383
13381,217.766
13382,192.791
13383,255.14
13384,266.398
13385,248.941
13386,264.361
13387,275.615
13388,273.28
13389,286.84
13390,288.532
13391,249.134
13392,241.15
13393,246.267
13394,237.029
13395,225.594
13396,214.612
13397,212.411
13398,231.2
13399,250.103
13400,225.819
13401,221.037
13402,211.408
13403,204.028
13404,220.517
13405,208.443
13406,199.413
13407,223.408
13408,244.727
13409,264.297
13410,281.08
13411,283.648
13412,287.978
13413,297.376
13414,289.861
13415,269.349
13416,254.737
13417,260.045
13418,242.082
13419,231.064
13420,235.552
13421,212.408
13422,228.83
13423,249.579
13424,236.186
13425,237.179
13426,186.053
13427,175.584
13428,210.459
13429,207.851
13430,160.841
13431,185.824
13432,212.89
13433,238.137
13434,262.595
13435,278.674
13436,277.949
13437,291.623
13438,273.464
13439,262.998
13440,246.727
13441,251.333
13442,237.475
13443,241.761
13444,226.406
13445,220.919
13446,232.117
13447,249.792
13448,230.74
13449,233.171
13450,242.068
13451,240.47
13452,243.799
13453,240.603
13454,233.132
13455,252.381
13456,274.769
13457,287.436
13458,307.978
13459,310.403
13460,305.982
13461,318.245
13462,302.907
13463,282.36
13464,261.385
13465,269.4
13466,248.05
13467,241.486
13468,229.416
13469,226.171
13470,247.971
13471,266.751
13472,248.506
13473,251.258
13474,258.499
13475,260.736
13476,272.048
13477,288.395
13478,264.101
13479,292.181
13480,308.504
13481,309.957
13482,311.312
13483,305.194
13484,325.81
13485,331.783
13486,306.649
13487,289.632
13488,271.353
13489,278.004
13490,259.757
13491,252.242
13492,236.3
13493,229.729
13494,233.066
13495,259.037
13496,251.737
13497,267.938
13498,271.962
13499,275.746
13500,274.092
13501,262.325
13502,244.676
13503,231.327
13504,246.537
13505,267.671
13506,277.861
13507,284.822
13508,281.194
13509,282.563
13510,270.111
13511,253.529
13512,220.492
13513,235.051
13514,232.88
13515,222.159
13516,219.362
13517,217.403
13518,237.374
13519,258.828
13520,237.678
13521,245.442
13522,230.345
13523,230.827
13524,241.344
13525,216.674
13526,211.791
13527,234.303
13528,252.117
13529,277.67
13530,297.381
13531,296.393
13532,299.909
13533,300.019
13534,288.711
13535,271.121
13536,244.649
13537,257.872
13538,240.304
13539,234.526
13540,219.836
13541,218.324
13542,226.46
13543,260.277
13544,254.787
13545,261.431
13546,258.328
13547,267.351
13548,277.291
13549,255.105
13550,251.707
13551,278.949
13552,305.152
13553,302.043
13554,312.496
13555,316.711
13556,317.162
13557,321.619
13558,307.718
13559,288.253
13560,265.352
13561,273.001
13562,260.7
13563,247.458
13564,233.466
13565,232.11
13566,245.348
13567,280.033
13568,260.969
13569,258.172
13570,261.251
13571,275.512
13572,276.509
13573,268.399
13574,262.949
13575,290.833
13576,310.587
13577,337.948
13578,350.688
13579,348.797
13580,343.31
13581,351.932
13582,333.918
13583,319.488
13584,294.82
13585,293.147
13586,275.19
13587,266.756
13588,248.799
13589,247.945
13590,263.412
13591,300.14
13592,282.559
13593,275.835
13594,273.687
13595,275.3
13596,286.954
13597,289.456
13598,286.131
13599,307.021
13600,323.959
13601,338.504
13602,362.333
13603,364.718
13604,372.602
13605,394.528
13606,380.068
13607,373.492
13608,342.846
13609,340.818
13610,322.872
13611,302.895
13612,287.016
13613,279.932
13614,289.04
13615,311.129
13616,308.708
13617,317.459
13618,330.18
13619,349.996
13620,376.751
13621,374.277
13622,369.504
13623,382.105
13624,391.148
13625,383.343
13626,363.616
13627,359.861
13628,356.213
13629,374.569
13630,349.647
13631,322.688
13632,284.818
13633,290.444
13634,291.908
13635,282.024
13636,261.448
13637,254.124
13638,268.431
13639,305.042
13640,281.064
13641,300.958
13642,313.954
13643,309.567
13644,327.007
13645,315.616
13646,334.269
13647,370.799
13648,395.424
13649,358.056
13650,356.092
13651,348.905
13652,348.238
13653,364.824
13654,340.344
13655,320.595
13656,299.393
13657,304.113
13658,283.504
13659,266.057
13660,246.66
13661,247.768
13662,248.981
13663,277.762
13664,271.145
13665,292.302
13666,311.212
13667,320.904
13668,338.271
13669,346.126
13670,338.837
13671,348.053
13672,366.167
13673,371.212
13674,382.365
13675,386.733
13676,395.701
13677,416.741
13678,408.716
13679,388.329
13680,356.637
13681,349.641
13682,331.74
13683,316.634
13684,286.174
13685,276.477
13686,292.196
13687,316.318
13688,312.397
13689,335.089
13690,363.33
13691,356.124
13692,401.778
13693,405.733
13694,386.394
13695,388.059
13696,441.176
13697,400.428
13698,387.554
13699,348.737
13700,352.39
13701,367.169
13702,353.094
13703,329.455
13704,300.993
13705,303.668
13706,282.423
13707,270.906
13708,255.836
13709,248.634
13710,253.719
13711,284.943
13712,278.798
13713,292.58
13714,302.373
13715,318.348
13716,335.713
13717,345.979
13718,345.479
13719,358.337
13720,375.494
13721,388.014
13722,397.039
13723,402.797
13724,399.67
13725,432.937
13726,415.553
13727,400.475
13728,354.236
13729,355.965
13730,317.468
13731,295.381
13732,278.97
13733,279.157
13734,279.164
13735,329.722
13736,312.697
13737,315.378
13738,334.466
13739,344.787
13740,366.925
13741,365.045
13742,350.952
13743,367.851
13744,370.326
13745,349.113
13746,368.929
13747,369.131
13748,375.994
13749,397.006
13750,384.807
13751,349.952
13752,327.671
13753,310.99
13754,309.584
13755,277.869
13756,262.41
13757,264.297
13758,271.716
13759,296.08
13760,288.291
13761,286.435
13762,328.899
13763,320.483
13764,340.224
13765,358.691
13766,362.163
13767,358.531
13768,357.28
13769,373.736
13770,393.675
13771,399.091
13772,403.301
13773,437.653
13774,423.288
13775,400.649
13776,369.831
13777,360.507
13778,332.392
13779,315.243
13780,286.555
13781,277.135
13782,291.23
13783,316.247
13784,317.829
13785,316.172
13786,326.243
13787,340.346
13788,353.822
13789,373.705
13790,387.482
13791,349.946
13792,344.213
13793,376.787
13794,398.046
13795,387.395
13796,380.185
13797,395.987
13798,374.939
13799,363.723
13800,331.618
13801,323.185
13802,299.91
13803,270.191
13804,269.344
13805,252.105
13806,258.553
13807,287.75
13808,301.396
13809,276.518
13810,319.093
13811,309.581
13812,297.246
13813,308.076
13814,316.605
13815,356.917
13816,380.035
13817,367.91
13818,365.802
13819,373.059
13820,377.482
13821,386.984
13822,370.567
13823,347.689
13824,323.874
13825,322.07
13826,304.118
13827,273.602
13828,272.328
13829,261.99
13830,272.032
13831,296.496
13832,279.634
13833,279.036
13834,288.31
13835,336.156
13836,349.972
13837,347.748
13838,332.275
13839,358.731
13840,383.436
13841,387.48
13842,392.304
13843,391.134
13844,406.249
13845,419.64
13846,404.311
13847,364.633
13848,346.542
13849,343.416
13850,297.906
13851,291.287
13852,271.268
13853,262.8
13854,264.545
13855,295.643
13856,278.59
13857,323.88
13858,257.509
13859,273.905
13860,326.98
13861,350.04
13862,330.016
13863,359.824
13864,346.406
13865,357.974
13866,325.582
13867,337.482
13868,336.714
13869,346.592
13870,332.179
13871,322.414
13872,296.821
13873,295.295
13874,275.769
13875,275.793
13876,259.643
13877,247.615
13878,247.493
13879,256.198
13880,235.675
13881,254.189
13882,290.643
13883,281.743
13884,282.208
13885,274.009
13886,253.569
13887,235.995
13888,237.908
13889,229.883
13890,249.072
13891,262.165
13892,281.462
13893,293.125
13894,279.63
13895,265.198
13896,248.844
13897,243.34
13898,235.36
13899,227.202
13900,219.92
13901,210.147
13902,219.55
13903,239.137
13904,221.575
13905,240.211
13906,238.689
13907,235.725
13908,252.477
13909,262.516
13910,276.523
13911,294.862
13912,310.798
13913,315.985
13914,319.132
13915,317.693
13916,314.885
13917,321.158
13918,299.811
13919,282.531
13920,258.704
13921,253.814
13922,252.393
13923,247.27
13924,241.574
13925,227.266
13926,220.4
13927,248.432
13928,227.596
13929,227.045
13930,234.98
13931,227.807
13932,255.997
13933,246.125
13934,259.057
13935,270.62
13936,287.498
13937,274.639
13938,290.904
13939,288.148
13940,290.172
13941,314.408
13942,307.386
13943,289.888
13944,274.094
13945,274.53
13946,262.171
13947,249.476
13948,233.058
13949,232.982
13950,214.951
13951,257.422
13952,239.135
13953,265.091
13954,295.133
13955,286.406
13956,294.479
13957,272.765
13958,296.706
13959,306.515
13960,304.828
13961,301.189
13962,294.708
13963,294.899
13964,296.078
13965,296.876
13966,285.244
13967,269.291
13968,237.191
13969,238.812
13970,239.716
13971,221.437
13972,211.654
13973,207.393
13974,219.131
13975,255.343
13976,235.246
13977,235.854
13978,272.942
13979,289.847
13980,294.188
13981,307.691
13982,293.91
13983,332.761
13984,318.614
13985,325.75
13986,323.123
13987,326.524
13988,331.808
13989,348.381
13990,333.881
13991,323.465
13992,292.49
13993,298.786
13994,285.984
13995,270.644
13996,265.159
13997,254.73
13998,255.158
13999,282.996
14000,254.363
14001,254.698
14002,286.51
14003,291.225
14004,315.748
14005,312.339
14006,309.175
14007,303.167
14008,322.891
14009,322.001
14010,322.184
14011,314.5
14012,315.513
14013,347.424
14014,300.288
14015,279.525
14016,259.981
14017,263.017
14018,256.217
14019,248.346
14020,238.924
14021,232.635
14022,224.271
14023,266.745
14024,247.83
14025,258.428
14026,280.743
14027,267.183
14028,268.409
14029,280.256
14030,273.999
14031,292.216
14032,319.434
14033,317.058
14034,312.115
14035,324.771
14036,328.674
14037,337.918
14038,315.544
14039,291.189
14040,271.646
14041,285.963
14042,274.126
14043,264.155
14044,258.652
14045,248.381
14046,252.751
14047,268.22
14048,252.158
14049,252.157
14050,261.165
14051,261.114
14052,286.291
14053,300.351
14054,298.059
14055,343.382
14056,328.032
14057,320.03
14058,336.609
14059,310.284
14060,331.22
14061,337.685
14062,327.334
14063,321.135
14064,299.035
14065,311.521
14066,282.725
14067,267.864
14068,256.442
14069,253.099
14070,247.729
14071,286.317
14072,261.131
14073,278.366
14074,299.35
14075,303.249
14076,305.3
14077,285.523
14078,283.633
14079,296.824
14080,287.334
14081,282.126
14082,264.908
14083,229.999
14084,253.403
14085,264.166
14086,240.321
14087,236.727
14088,194.02
14089,173.755
14090,187.553
14091,180.168
14092,167.158
14093,143.313
14094,179.112
14095,192.972
14096,215.1
14097,238.52
14098,199.59
14099,226.511
14100,240.293
14101,229.369
14102,214.869
14103,227.734
14104,222.634
14105,220.696
14106,238.808
14107,233.746
14108,224.834
14109,228.072
14110,223.045
14111,207.333
14112,191.409
14113,184.736
14114,188.336
14115,190.384
14116,180.573
14117,175.834
14118,181.201
14119,201.486
14120,192.345
14121,212.802
14122,227.456
14123,228.994
14124,236.202
14125,225.456
14126,212.592
14127,219.286
14128,233.146
14129,253.951
14130,262.964
14131,265.169
14132,246.165
14133,232.599
14134,218.93
14135,213.388
14136,211.555
14137,213.014
14138,208.606
14139,195.469
14140,193.45
14141,193.572
14142,194.147
14143,225.303
14144,211.097
14145,228.899
14146,233.207
14147,232.132
14148,260.765
14149,231.789
14150,211.744
14151,234.012
14152,240.652
14153,269.266
14154,278.587
14155,257.674
14156,247.013
14157,222.832
14158,218.336
14159,200.44
14160,199.392
14161,206.982
14162,207.827
14163,201.363
14164,198.386
14165,189.169
14166,196.873
14167,244.832
14168,223.538
14169,224.305
14170,228.084
14171,232.144
14172,237.125
14173,205.666
14174,205.49
14175,237.769
14176,267.502
14177,253.277
14178,259.686
14179,255.396
14180,259.602
14181,252.775
14182,238.147
14183,208.726
14184,211.152
14185,219.59
14186,207.537
14187,202.587
14188,184.332
14189,184.463
14190,202.137
14191,231.283
14192,204.226
14193,195.532
14194,198.653
14195,190.406
14196,205.817
14197,200.045
14198,173.701
14199,208.179
14200,229.342
14201,234.036
14202,250.481
14203,259.596
14204,273.291
14205,265.373
14206,250.682
14207,231.699
14208,224.012
14209,224.57
14210,223.81
14211,215.73
14212,209.151
14213,228.59
14214,198.807
14215,228.32
14216,226.598
14217,208.711
14218,218.873
14219,196.501
14220,247.106
14221,186.792
14222,177.823
14223,202.711
14224,245.543
14225,238.654
14226,234.367
14227,236.986
14228,257.384
14229,249.955
14230,234.693
14231,222.082
14232,223.036
14233,241.041
14234,208.369
14235,207.495
14236,219.018
14237,211.626
14238,219.857
14239,234.88
14240,216.029
14241,192.272
14242,175.511
14243,166.724
14244,181.038
14245,159.107
14246,157.936
14247,175.255
14248,203.681
14249,222.88
14250,244.071
14251,251.813
14252,260.156
14253,249.202
14254,234.906
14255,223.862
14256,220.446
14257,233.771
14258,220.653
14259,216.639
14260,214.92
14261,221.682
14262,220.598
14263,251.261
14264,208.18
14265,192.729
14266,176.077
14267,178.48
14268,171.307
14269,160.195
14270,143.81
14271,172.181
14272,197.725
14273,206.137
14274,226.514
14275,243.712
14276,258.966
14277,259.183
14278,250.389
14279,227.139
14280,229.922
14281,239.78
14282,230.465
14283,213.405
14284,212.508
14285,219.722
14286,211.782
14287,243.72
14288,211.328
14289,192.383
14290,189.606
14291,204.61
14292,196.946
14293,174.869
14294,163.95
14295,186.245
14296,220.726
14297,227.975
14298,255.626
14299,259.134
14300,277.767
14301,277.22
14302,263.933
14303,238.917
14304,229.678
14305,243.094
14306,227.679
14307,216.954
14308,210.199
14309,207.485
14310,216.083
14311,252.135
14312,219.821
14313,210.088
14314,199.849
14315,198.014
14316,200.807
14317,170.736
14318,166.423
14319,201.556
14320,245.235
14321,269.46
14322,261.286
14323,270.085
14324,289.038
14325,281.896
14326,267.287
14327,246.593
14328,239.938
14329,252.724
14330,238.439
14331,216.22
14332,201.277
14333,201.908
14334,220.488
14335,247.367
14336,232.785
14337,255.181
14338,268.906
14339,275.256
14340,281.327
14341,251.848
14342,225.743
14343,265.376
14344,278.174
14345,281.63
14346,287.836
14347,289.93
14348,289.658
14349,279.742
14350,267.416
14351,250.406
14352,240.766
14353,253.795
14354,247.755
14355,234.929
14356,226.505
14357,216.727
14358,221.664
14359,254.775
14360,236.187
14361,233.575
14362,222.389
14363,206.447
14364,202.476
14365,180.726
14366,181.861
14367,200.789
14368,234.098
14369,254.773
14370,289.241
14371,270.273
14372,275.5
14373,263.227
14374,245.236
14375,244.92
14376,226.614
14377,247.365
14378,231.665
14379,219.458
14380,219.18
14381,212.487
14382,215.67
14383,251.716
14384,242.061
14385,235.069
14386,213.713
14387,212.209
14388,204
14389,190.115
14390,181.163
14391,217.938
14392,237.945
14393,275.165
14394,293.753
14395,297.574
14396,302.062
14397,276.208
14398,259.974
14399,246.76
14400,234.164
14401,250.297
14402,237.946
14403,230.005
14404,226.241
14405,219.288
14406,229.075
14407,261.184
14408,266.413
14409,264.794
14410,261.277
14411,235.23
14412,234.985
14413,212.527
14414,210.195
14415,232.506
14416,266.064
14417,276.111
14418,291.87
14419,288.623
14420,294.694
14421,271.834
14422,258.257
14423,240.556
14424,229.096
14425,251.761
14426,241.394
14427,234.181
14428,227.502
14429,225.248
14430,223.237
14431,242.367
14432,240.926
14433,247.667
14434,239.592
14435,237.739
14436,240.793
14437,209.829
14438,177.367
14439,191.662
14440,225.977
14441,255.607
14442,282.622
14443,284.679
14444,294.096
14445,273.57
14446,250.231
14447,238.472
14448,232.944
14449,239.32
14450,231.546
14451,223.338
14452,211.132
14453,206.64
14454,209.305
14455,242.363
14456,241.836
14457,235.373
14458,245.728
14459,258.562
14460,263.108
14461,229.597
14462,232.22
14463,279.704
14464,280.293
14465,293.798
14466,298.738
14467,297.725
14468,286.777
14469,268.928
14470,253.481
14471,237.536
14472,234.375
14473,253.991
14474,248.555
14475,234.44
14476,222.103
14477,222.223
14478,214.685
14479,247.734
14480,253.488
14481,258.264
14482,254.839
14483,235.732
14484,253.953
14485,221.394
14486,213.83
14487,248.438
14488,273.751
14489,298.506
14490,296.002
14491,297.899
14492,299.968
14493,281.285
14494,252.432
14495,233.039
14496,217.772
14497,238.161
14498,236.549
14499,220.739
14500,214.486
14501,211.366
14502,214.807
14503,259.051
14504,240.406
14505,223.504
14506,221.315
14507,221.364
14508,231.726
14509,201.29
14510,205.007
14511,251.963
14512,273.396
14513,278.085
14514,286.369
14515,282.842
14516,277.659
14517,266.067
14518,249.86
14519,225.545
14520,211.366
14521,220.883
14522,218.954
14523,219.495
14524,210.72
14525,197.842
14526,196.452
14527,248.136
14528,216.115
14529,213.428
14530,227.69
14531,221.605
14532,229.022
14533,200.779
14534,198.805
14535,215.881
14536,238.953
14537,243.796
14538,263.173
14539,274.357
14540,279.38
14541,241.359
14542,228.327
14543,217.553
14544,205.772
14545,222.683
14546,220.109
14547,209.471
14548,204.846
14549,207.701
14550,208.37
14551,256.366
14552,248.975
14553,230.687
14554,221.652
14555,225.263
14556,227.62
14557,199.803
14558,177.335
14559,216.918
14560,257.935
14561,259.665
14562,278.647
14563,287.375
14564,291.039
14565,263.531
14566,244.984
14567,217.602
14568,212.743
14569,232.53
14570,225.641
14571,213.576
14572,211.292
14573,204.283
14574,207.922
14575,257.093
14576,243.755
14577,226.25
14578,214.828
14579,207.388
14580,211.042
14581,176.658
14582,169.074
14583,189.572
14584,235.99
14585,260.257
14586,285.739
14587,274.927
14588,300.792
14589,279.867
14590,264.739
14591,241.218
14592,235.622
14593,252.797
14594,237.872
14595,237.915
14596,234.909
14597,221.962
14598,211.194
14599,249.347
14600,252.574
14601,252.47
14602,242.96
14603,256.397
14604,236.405
14605,199.384
14606,161.74
14607,204.613
14608,251.569
14609,278.556
14610,280.666
14611,296.08
14612,301.029
14613,274.494
14614,246.599
14615,217.13
14616,213.604
14617,239.027
14618,231.163
14619,221.33
14620,211.145
14621,206.115
14622,217.414
14623,265.997
14624,259.785
14625,236.287
14626,232.342
14627,231.425
14628,228.63
14629,208.78
14630,190.563
14631,225.028
14632,250.208
14633,273.246
14634,292.021
14635,283.195
14636,289.274
14637,272.567
14638,249.755
14639,241.391
14640,228.77
14641,237.678
14642,222.455
14643,217.664
14644,215.713
14645,200.749
14646,217.176
14647,277.578
14648,257.991
14649,231.921
14650,230.832
14651,221.35
14652,253.999
14653,249.316
14654,227.36
14655,258.93
14656,286.179
14657,292.832
14658,281.69
14659,279.438
14660,274.47
14661,250.992
14662,235.72
14663,218.519
14664,213.09
14665,235.927
14666,226.115
14667,217.752
14668,212.2
14669,205.457
14670,217.225
14671,258.946
14672,258.442
14673,252.963
14674,262.633
14675,244.358
14676,205.595
14677,182.313
14678,171.708
14679,225.187
14680,260.43
14681,256.572
14682,270.579
14683,277.29
14684,277.132
14685,253.777
14686,245.659
14687,224.291
14688,220.531
14689,238.229
14690,232.686
14691,218.312
14692,221.261
14693,205.687
14694,225.673
14695,280.568
14696,248.113
14697,229.675
14698,231.263
14699,231.345
14700,235.671
14701,196.976
14702,184.694
14703,239.876
14704,247.367
14705,271.161
14706,296.042
14707,289.139
14708,286.068
14709,282.314
14710,260.741
14711,247.86
14712,250.853
14713,271.16
14714,262.115
14715,237.677
14716,213.995
14717,214.072
14718,228.831
14719,278.707
14720,262.996
14721,244.802
14722,244.063
14723,239.631
14724,235.22
14725,213.581
14726,197.65
14727,227.258
14728,249.272
14729,280.644
14730,300.473
14731,296.475
14732,293.704
14733,271.943
14734,256.967
14735,245.329
14736,230.251
14737,247.067
14738,245.65
14739,230.659
14740,225.863
14741,211.956
14742,225.56
14743,276.621
14744,266.775
14745,267.774
14746,266.494
14747,262.89
14748,256.828
14749,233.427
14750,207.423
14751,230.508
14752,266.784
14753,294.571
14754,308.362
14755,301.921
14756,298.779
14757,275.865
14758,258.494
14759,244.004
14760,237.648
14761,253.532
14762,241.751
14763,232.476
14764,231.133
14765,226.01
14766,218.964
14767,267.705
14768,259.966
14769,254.267
14770,250.201
14771,236.713
14772,245.22
14773,217.749
14774,205.797
14775,235.298
14776,264.371
14777,287.865
14778,311.625
14779,316.392
14780,318.234
14781,277.179
14782,272.783
14783,252.582
14784,243.908
14785,250.916
14786,243.784
14787,236.174
14788,232.403
14789,214.174
14790,217.479
14791,277.596
14792,273.95
14793,272.956
14794,271.189
14795,250.898
14796,244.559
14797,227.733
14798,221.875
14799,249.515
14800,272.05
14801,292.781
14802,307.825
14803,299.074
14804,311.388
14805,283.115
14806,267.154
14807,252.183
14808,242.102
