时间,负荷值
3593,244.166
3594,262.778
3595,255.127
3596,257.092
3597,250.243
3598,238.419
3599,210.045
3600,192.16
3601,205.605
3602,201.569
3603,195.108
3604,186.257
3605,192.08
3606,223.542
3607,269.784
3608,232.01
3609,227.589
3610,224.122
3611,215.326
3612,210.547
3613,189.81
3614,163.948
3615,182.762
3616,214.916
3617,235.999
3618,264.372
3619,262.058
3620,266.366
3621,262.068
3622,244.845
3623,210.207
3624,197.934
3625,203.403
3626,196.003
3627,181.734
3628,183.692
3629,176.916
3630,218.054
3631,252.742
3632,224.576
3633,211.343
3634,207.465
3635,201.951
3636,197.586
3637,166.631
3638,146.604
3639,174.555
3640,199.048
3641,225.658
3642,241.221
3643,257.192
3644,274.553
3645,275.503
3646,244.29
3647,215.094
3648,211.741
3649,210.261
3650,213.933
3651,197.627
3652,193.412
3653,190.024
3654,228.651
3655,261.423
3656,243.579
3657,252.02
3658,253.547
3659,240.257
3660,215.641
3661,199.553
3662,182.821
3663,199.185
3664,203.443
3665,232.341
3666,258.861
3667,259.992
3668,269.204
3669,268.773
3670,248.108
3671,228.149
3672,205.141
3673,210.105
3674,197.014
3675,196.374
3676,189.45
3677,187.198
3678,228.984
3679,259.04
3680,247.264
3681,233.402
3682,225.459
3683,200.968
3684,185.907
3685,151.95
3686,141.151
3687,158.181
3688,183.371
3689,212.393
3690,232.302
3691,246.807
3692,264.323
3693,270.991
3694,246.851
3695,222.304
3696,203.824
3697,213.745
3698,205.843
3699,191.501
3700,187.405
3701,183.091
3702,222.752
3703,260.402
3704,215.63
3705,224.823
3706,236.701
3707,225.5
3708,228.079
3709,214.342
3710,170.31
3711,199.659
3712,228.834
3713,240.334
3714,267.868
3715,268.831
3716,251.005
3717,256.545
3718,238.056
3719,210.233
3720,212.193
3721,209.92
3722,196.63
3723,190.843
3724,185.884
3725,188.8
3726,220.079
3727,265.378
3728,244.056
3729,239.202
3730,247.586
3731,228.024
3732,214.709
3733,181.177
3734,166.455
3735,188.98
3736,212.454
3737,238.473
3738,251.331
3739,260.634
3740,273.364
3741,265.316
3742,262.03
3743,232.414
3744,219.925
3745,232.799
3746,213.691
3747,199.253
3748,189.471
3749,198.854
3750,237.571
3751,270.879
3752,235.589
3753,244.642
3754,223.824
3755,220.014
3756,233.197
3757,187.687
3758,175.82
3759,193.179
3760,222.216
3761,236.463
3762,262.267
3763,260.002
3764,270.192
3765,278.967
3766,262.702
3767,242.664
3768,230.038
3769,228.526
3770,231.413
3771,211.964
3772,205.314
3773,204.992
3774,243.822
3775,272.625
3776,258.853
3777,260.626
3778,256.179
3779,224.188
3780,232.894
3781,199.502
3782,189.995
3783,211.494
3784,234.152
3785,258.395
3786,265.515
3787,259.028
3788,265.517
3789,276.486
3790,256.655
3791,230.799
3792,213.365
3793,205.011
3794,182.508
3795,181.632
3796,176.911
3797,185.434
3798,219.823
3799,254.306
3800,231.847
3801,225.761
3802,231.54
3803,220.372
3804,222.291
3805,195.445
3806,183.721
3807,198.276
3808,230.353
3809,245.6
3810,256.969
3811,256.207
3812,238.418
3813,260.233
3814,239.843
3815,222.857
3816,201.513
3817,200.569
3818,195.975
3819,190.036
3820,178.056
3821,170.002
3822,193.584
3823,227.78
3824,212.357
3825,224.408
3826,226.66
3827,230.182
3828,228.098
3829,205.802
3830,174.376
3831,181.581
3832,195.857
3833,222.436
3834,228.848
3835,225.131
3836,228.298
3837,221.334
3838,205.094
3839,185.066
3840,183.129
3841,200.766
3842,188.061
3843,176.627
3844,172.721
3845,161.943
3846,180.687
3847,210.781
3848,197.538
3849,197.426
3850,211.324
3851,214.954
3852,213.876
3853,185.811
3854,157.853
3855,212.434
3856,226.683
3857,228.472
3858,215.453
3859,224.265
3860,224.444
3861,215.067
3862,188.554
3863,178.62
3864,162.96
3865,173.175
3866,168.087
3867,155.946
3868,151.011
3869,152.989
3870,179.318
3871,225.719
3872,209.909
3873,215.804
3874,224.042
3875,212.312
3876,204.897
3877,183.867
3878,158.777
3879,178.577
3880,202.853
3881,218.194
3882,241.696
3883,244.394
3884,248.581
3885,251.42
3886,227.602
3887,200.805
3888,184.761
3889,191.419
3890,193.854
3891,195.867
3892,199.52
3893,201.41
3894,240.194
3895,280.101
3896,254.937
3897,231.539
3898,246.224
3899,230.747
3900,210.515
3901,201.89
3902,188.751
3903,198.494
3904,228.014
3905,249.874
3906,270.124
3907,277.516
3908,280.907
3909,283.402
3910,278.99
3911,256.889
3912,246.262
3913,251.277
3914,250.287
3915,193.781
3916,181.882
3917,191.044
3918,243.868
3919,300.156
3920,268.069
3921,269.985
3922,243.896
3923,246.378
3924,241.791
3925,243.873
3926,212.973
3927,242.225
3928,278.001
3929,260.955
3930,259.103
3931,227.615
3932,175.477
3933,234.407
3934,197.371
3935,177.048
3936,176.187
3937,185.657
3938,181.371
3939,183.069
3940,179.816
3941,180.699
3942,197.662
3943,245.587
3944,227.146
3945,228.585
3946,213.612
3947,218.205
3948,224.239
3949,206.325
3950,168.133
3951,207.331
3952,227.35
3953,243.74
3954,247.196
3955,250.381
3956,252.449
3957,259.324
3958,235.748
3959,207.009
3960,201.1
3961,219.712
3962,210.206
3963,205.801
3964,199.589
3965,194.018
3966,231.512
3967,270.579
3968,244.604
3969,237.171
3970,228.919
3971,212.084
3972,224.977
3973,188.475
3974,181.281
3975,205.069
3976,228.682
3977,249.451
3978,256.701
3979,254.377
3980,270.407
3981,283.651
3982,257.878
3983,241.88
3984,234.141
3985,229.157
3986,223.012
3987,205.47
3988,196.744
3989,212.506
3990,250.085
3991,313.247
3992,281.795
3993,269.143
3994,255.301
3995,235.665
3996,220.643
3997,207.402
3998,191.505
3999,228.001
4000,263.838
4001,266.851
4002,261.208
4003,267.989
4004,268.434
4005,279.109
4006,251.405
4007,241.753
4008,239.941
4009,248.076
4010,241.817
4011,246.926
4012,228.065
4013,226.278
4014,273.905
4015,312.217
4016,302.152
4017,253.497
4018,284.586
4019,255.329
4020,245.013
4021,224.364
4022,196.211
4023,211.84
4024,245.998
4025,250.112
4026,252.413
4027,266.283
4028,273.196
4029,289.141
4030,251.677
4031,223.168
4032,221.999
4033,220.773
4034,208.313
4035,200.633
4036,198.384
4037,194.603
4038,246.322
4039,305.192
4040,263.005
4041,234.107
4042,220.111
4043,214.206
4044,210.96
4045,189.155
4046,185.503
4047,200.096
4048,222.689
4049,235.834
4050,256.299
4051,269.723
4052,299.439
4053,297.055
4054,277.485
4055,255.008
4056,234.62
4057,254.299
4058,241.812
4059,229.022
4060,212.585
4061,207.904
4062,228.84
4063,270.98
4064,264.271
4065,250.466
4066,267.512
4067,272.759
4068,272.709
4069,260.851
4070,233.355
4071,239.405
4072,272.287
4073,287.683
4074,286.888
4075,263.143
4076,261.328
4077,258.591
4078,243.992
4079,217.487
4080,218.481
4081,234.173
4082,216.906
4083,213.8
4084,200.284
4085,198.517
4086,216.841
4087,258.185
4088,234.249
4089,228.573
4090,237.923
4091,233.667
4092,230.522
4093,211.586
4094,200.284
4095,212.133
4096,254.898
4097,275.533
4098,282.268
4099,282.981
4100,290.337
4101,293.152
4102,305.593
4103,274.23
4104,257.014
4105,273.375
4106,257.319
4107,251.128
4108,219.949
4109,209.884
4110,268.42
4111,289.82
4112,263.108
4113,260.06
4114,267.437
4115,271.097
4116,265.352
4117,254.386
4118,247.256
4119,270.064
4120,296.987
4121,315.429
4122,317.482
4123,304.478
4124,303.241
4125,323.836
4126,301.575
4127,270.239
4128,263.875
4129,257.42
4130,271.488
4131,260.237
4132,245.844
4133,256.544
4134,272.944
4135,302.191
4136,264.051
4137,266.373
4138,261.274
4139,270.533
4140,263.517
4141,231.599
4142,214.311
4143,225.894
4144,264.743
4145,280.356
4146,296.304
4147,266.809
4148,271.277
4149,300.605
4150,296.186
4151,279.074
4152,266.981
4153,274.174
4154,250.061
4155,239.984
4156,225.59
4157,226.105
4158,256.564
4159,289.739
4160,267.47
4161,250.392
4162,252.208
4163,248.243
4164,252.359
4165,227.314
4166,221.049
4167,241.956
4168,252.592
4169,274.974
4170,292.801
4171,294.477
4172,299.048
4173,313.649
4174,291.276
4175,276.497
4176,261.881
4177,271.408
4178,259.032
4179,244.711
4180,238.844
4181,239.205
4182,283.121
4183,315.454
4184,268.901
4185,268.185
4186,271.292
4187,258.953
4188,250.521
4189,225.107
4190,229.311
4191,245.779
4192,269.547
4193,273.126
4194,259.601
4195,261.098
4196,266.116
4197,274.715
4198,244.921
4199,214.204
4200,238.869
4201,255.23
4202,253.179
4203,261.62
4204,246.152
4205,240.217
4206,266.196
4207,299.24
4208,268.917
4209,270.047
4210,286.19
4211,272.957
4212,303.32
4213,273.033
4214,267.307
4215,295.674
4216,274.134
4217,274.373
4218,268.251
4219,266.424
4220,252.372
4221,241.897
4222,209.822
4223,183.051
4224,178.573
4225,185.671
4226,164.15
4227,186.706
4228,158.029
4229,168.993
4230,150.303
4231,181.314
4232,193.868
4233,191.425
4234,217.475
4235,220.95
4236,225.013
4237,220.174
4238,222.781
4239,215.237
4240,231.248
4241,227.796
4242,226.303
4243,232.576
4244,245.662
4245,259.041
4246,240.93
4247,227.359
4248,217.325
4249,231.52
4250,211.902
4251,226.056
4252,188.519
4253,192.416
4254,226.15
4255,247.428
4256,207.116
4257,206.626
4258,214.099
4259,217.256
4260,222.419
4261,218.295
4262,204.891
4263,224.729
4264,257.205
4265,270.119
4266,282.093
4267,277.344
4268,284.839
4269,308.736
4270,292.136
4271,274.528
4272,251.281
4273,262.891
4274,250.265
4275,236.226
4276,197.442
4277,190.106
4278,189.195
4279,245.12
4280,217.826
4281,226.493
4282,229.743
4283,213.941
4284,218.826
4285,221.698
4286,201.455
4287,218.178
4288,249.621
4289,254.602
4290,251.115
4291,245.22
4292,245.098
4293,264.259
4294,254.297
4295,243.577
4296,233.288
4297,249.279
4298,232.865
4299,221.568
4300,212.041
4301,214.93
4302,232.555
4303,260.95
4304,227.161
4305,208.284
4306,221.19
4307,214.248
4308,217.772
4309,208.617
4310,209.947
4311,233.81
4312,242.497
4313,247.369
4314,252.559
4315,254.359
4316,257.618
4317,271.85
4318,272.026
4319,257.428
4320,234.708
4321,240.099
4322,247.048
4323,240.57
4324,245.515
4325,237.395
4326,249.604
4327,265.573
4328,224.656
4329,209.312
4330,211.095
4331,199.731
4332,215.629
4333,205.908
4334,197.824
4335,225.644
4336,246.663
4337,251.989
4338,261.161
4339,250.655
4340,249.807
4341,275.919
4342,273.991
4343,247.093
4344,252.038
4345,255.14
4346,237.994
4347,229.934
4348,222.003
4349,222.474
4350,233.794
4351,241.735
4352,227.278
4353,235.124
4354,228.387
4355,229.316
4356,196.668
4357,218.26
4358,190.787
4359,209.208
4360,234.338
4361,241.366
4362,246.268
4363,244.949
4364,253.602
4365,278.532
4366,257.527
4367,232.122
4368,220.219
4369,238.028
4370,232.263
4371,229.698
4372,225.414
4373,208.237
4374,230.842
4375,264.585
4376,230.594
4377,227.43
4378,243.803
4379,251.916
4380,245.148
4381,210.242
4382,186.204
4383,213.741
4384,235.158
4385,252.097
4386,272.723
4387,258.775
4388,263.797
4389,278.938
4390,258.169
4391,243.781
4392,236.695
4393,245.726
4394,241.362
4395,232.994
4396,229.962
4397,220.499
4398,246.532
4399,266.091
4400,250.842
4401,253.647
4402,265.126
4403,236.692
4404,248.911
4405,241.371
4406,229.982
4407,243.759
4408,262.172
4409,282.03
4410,280.647
4411,292.336
4412,287.18
4413,288.793
4414,267.913
4415,258.006
4416,250.572
4417,257.707
4418,244.013
4419,233.665
4420,229.791
4421,225.05
4422,256.23
4423,290.665
4424,263.48
4425,271.207
4426,281.448
4427,285.623
4428,294.726
4429,264.687
4430,254.09
4431,279.81
4432,294.924
4433,311.338
4434,302.558
4435,293.075
4436,292.227
4437,307.309
4438,289.323
4439,274.612
4440,267.552
4441,264.179
4442,260.209
4443,241.162
4444,231.296
4445,225.04
4446,263.302
4447,287.741
4448,273.688
4449,260.896
4450,273.935
4451,264.639
4452,285.674
4453,270.645
4454,270.677
4455,280.35
4456,292.763
4457,315.995
4458,322.473
4459,311.325
4460,314.275
4461,306.306
4462,293.851
4463,266.141
4464,255.494
4465,262.022
4466,253.08
4467,250.705
4468,237.247
4469,232.01
4470,261.768
4471,287.724
4472,263.811
4473,265.651
4474,266.655
4475,257.468
4476,274.312
4477,247.028
4478,249.701
4479,266.084
4480,292.503
4481,290.494
4482,313.718
4483,301.168
4484,299.443
4485,310.847
4486,283.023
4487,281.764
4488,262.154
4489,257.633
4490,248.438
4491,243.775
4492,228.964
4493,221.555
4494,247.121
4495,279.988
4496,252.362
4497,254.533
4498,250.26
4499,258.808
4500,265.867
4501,249.551
4502,243.438
4503,280.662
4504,278.685
4505,287.303
4506,283.513
4507,280.293
4508,268.99
4509,279.65
4510,274.905
4511,243.512
4512,234.982
4513,248.293
4514,236.961
4515,220.267
4516,224.073
4517,224.108
4518,228.83
4519,249.889
4520,224.126
4521,220.896
4522,229.371
4523,229.081
4524,230.83
4525,229.641
4526,201.829
4527,241.37
4528,237.539
4529,244.376
4530,247.976
4531,249.096
4532,248.898
4533,250.283
4534,241.814
4535,224.775
4536,232.693
4537,234.181
4538,234.728
4539,214.736
4540,193.503
4541,196.581
4542,199.832
4543,226.152
4544,222.23
4545,221.784
4546,247.604
4547,247.983
4548,253.477
4549,236.657
4550,227.975
4551,257.442
4552,244.678
4553,250.356
4554,249.296
4555,252.07
4556,246.387
4557,238.064
4558,235.296
4559,204.385
4560,205.493
4561,220.94
4562,210.538
4563,205.147
4564,197.075
4565,188.784
4566,204.719
4567,235.186
4568,226.319
4569,243.104
4570,249.257
4571,252.467
4572,247.163
4573,243.891
4574,222.804
4575,228.476
4576,246.896
4577,262.33
4578,267.418
4579,259.632
4580,255.815
4581,249.736
4582,234.115
4583,229.613
4584,212.591
4585,230.155
4586,226.732
4587,210.929
4588,199.859
4589,212.57
4590,217.119
4591,250.347
4592,244.112
4593,236.614
4594,270.501
4595,285.257
4596,270.251
4597,219.244
4598,217.638
4599,247.908
4600,260.807
4601,277.369
4602,279.22
4603,281.751
4604,284.617
4605,288.28
4606,281.691
4607,246.916
4608,229.83
4609,251.806
4610,230.839
4611,224.539
4612,202.657
4613,200.962
4614,231.272
4615,259.58
4616,248.381
4617,254.285
4618,268.651
4619,275.203
4620,256.666
4621,252.176
4622,246.797
4623,267.154
4624,279.948
4625,314.568
4626,318.639
4627,307.079
4628,314.781
4629,312.987
4630,288.148
4631,266.293
4632,263.918
4633,276.464
4634,274.041
4635,262.161
4636,255.414
4637,242.943
4638,272.422
4639,310.608
4640,296.427
4641,295.83
4642,326.822
4643,314.034
4644,318.676
4645,317.314
4646,305.392
4647,311.603
4648,339.21
4649,350.79
4650,351.971
4651,344.417
4652,367.995
4653,364.831
4654,354.519
4655,310.965
4656,297.657
4657,289.63
4658,272.919
4659,256.122
4660,253.912
4661,247.714
4662,277.514
4663,311.912
4664,311.489
4665,309.722
4666,324.681
4667,331.702
4668,343.822
4669,351.836
4670,352.992
4671,365.927
4672,429.669
4673,396.676
4674,384.205
4675,381.54
4676,390.758
4677,402.086
4678,369.689
4679,336.305
4680,340.309
4681,326.173
4682,304.613
4683,280.101
4684,275.52
4685,259.411
4686,291.182
4687,336.713
4688,312.983
4689,330.118
4690,333.854
4691,346.368
4692,352.147
4693,365.497
4694,358.472
4695,357.04
4696,373.837
4697,363.377
4698,378.794
4699,378.202
4700,370.449
4701,371.407
4702,345.356
4703,350.059
4704,351.843
4705,338.569
4706,316.778
4707,310.566
4708,294.238
4709,278.935
4710,312.078
4711,357.397
4712,338.496
4713,321.006
4714,331.346
4715,335.27
4716,363.732
4717,356.739
4718,343.413
4719,349.219
4720,386.716
4721,401.337
4722,404.378
4723,381.353
4724,398.545
4725,400.333
4726,381.476
4727,365.102
4728,335.598
4729,309.59
4730,298.274
4731,279.492
4732,278.363
4733,269.325
4734,286.263
4735,338.579
4736,321.085
4737,320.061
4738,308.529
4739,325.203
4740,335.921
4741,362.998
4742,352.97
4743,355.386
4744,359.776
4745,366.816
4746,358.983
4747,363.647
4748,358.397
4749,380.244
4750,345.427
4751,342.857
4752,327.692
4753,319.942
4754,319.576
4755,309.858
4756,293.099
4757,290.001
4758,311.159
4759,357.644
4760,334.012
4761,317.323
4762,344.711
4763,347.412
4764,367.587
4765,378.071
4766,369.045
4767,363.866
4768,365.26
4769,364.822
4770,363.868
4771,355.37
4772,358.465
4773,361.164
4774,343.306
4775,329.676
4776,318.375
4777,308.241
4778,294.245
4779,288.156
4780,270.483
4781,258.085
4782,283.09
4783,319.251
4784,293.221
4785,307.395
4786,313.634
4787,315.058
4788,333.273
4789,342.68
4790,326.568
4791,331.856
4792,335.476
4793,337.948
4794,345.535
4795,339.436
4796,333.229
4797,336.039
4798,313.612
4799,295.195
4800,268.879
4801,275.413
4802,275.154
4803,266.351
4804,266.934
4805,262.91
4806,276.947
4807,318.395
4808,309.947
4809,312.173
4810,327.386
4811,327.412
4812,336.335
4813,333.6
4814,344.499
4815,347.869
4816,358.916
4817,343.061
4818,346.842
4819,342.014
4820,339.665
4821,328.28
4822,301.997
4823,276.583
4824,270.846
4825,303.526
4826,280.01
4827,265.159
4828,270.172
4829,265.303
4830,275.121
4831,315.766
4832,292.921
4833,283.611
4834,296.005
4835,295.021
4836,305.425
4837,300.951
4838,300.074
4839,316.8
4840,324.013
4841,327.27
4842,324.546
4843,322.733
4844,336.542
4845,353.031
4846,320.162
4847,280.734
4848,273.116
4849,289.262
4850,278.599
4851,262.785
4852,239.625
4853,234.013
4854,250.673
4855,278.275
4856,256.439
4857,256.742
4858,255.311
4859,261.682
4860,286.504
4861,295.298
4862,304.953
4863,314.547
4864,323.846
4865,330.036
4866,319.324
4867,299.07
4868,294.508
4869,315.065
4870,305.277
4871,285.932
4872,270.855
4873,265.875
4874,259.239
4875,245.34
4876,236.961
4877,231.909
4878,242.745
4879,261.806
4880,249.181
4881,253.356
4882,276.05
4883,272.494
4884,279.076
4885,265.199
4886,276.615
4887,272.233
4888,269.548
4889,265.86
4890,248.451
4891,215.49
4892,218.542
4893,228.77
4894,219.645
4895,203.091
4896,203.352
4897,210.254
4898,204.034
4899,204.289
4900,198.998
4901,200.593
4902,202.412
4903,223.1
4904,220.111
4905,230.762
4906,246.048
4907,266.424
4908,290.074
4909,288.218
4910,295.1
4911,315.536
4912,324.826
4913,310.88
4914,319.767
4915,312.124
4916,320.901
4917,347.782
4918,335.713
4919,326.709
4920,311.446
4921,320.585
4922,295.374
4923,279.719
4924,265.039
4925,251.395
4926,267.877
4927,300.244
4928,271.247
4929,277.401
4930,318.648
4931,315.665
4932,337.673
4933,367.545
4934,365.366
4935,363.126
4936,368.18
4937,368.075
4938,360.746
4939,364.29
4940,373.32
4941,394.378
4942,391.386
4943,345.553
4944,317.606
4945,340.414
4946,331.229
4947,299.754
4948,273.444
4949,248.433
4950,254.422
4951,277.014
4952,261.965
4953,291.199
4954,316.555
4955,327.385
4956,368.602
4957,386.697
4958,352.087
4959,320.294
4960,321.072
4961,300.929
4962,295.519
4963,287.258
4964,298.521
4965,302.434
4966,305.473
4967,284.68
4968,271.351
4969,281.198
4970,259.908
4971,254.161
4972,240.282
4973,241.189
4974,239.306
4975,274.785
4976,247.787
4977,267.337
4978,300.363
4979,298.459
4980,322.191
4981,338.008
4982,338.784
4983,325.379
4984,340.092
4985,325.174
4986,278.436
4987,275.196
4988,277.807
4989,281.297
4990,278.272
4991,268.254
4992,247.36
4993,263.476
4994,249.807
4995,236.623
4996,232.399
4997,227.629
4998,229.838
4999,262.149
5000,257.352
5001,256.081
5002,265.962
5003,277.868
5004,296.644
5005,312.609
5006,324.863
5007,330.831
5008,314.913
5009,311.219
5010,312.936
5011,297.238
5012,290.064
5013,312.121
5014,304.738
5015,298.537
5016,289.042
5017,290.58
5018,266.848
5019,265.644
5020,250.756
5021,234.58
5022,231.204
5023,257.265
5024,240.73
5025,253.797
5026,261.719
5027,262.629
5028,286.131
5029,307.293
5030,304.067
5031,297.561
5032,270.298
5033,266.214
5034,279.66
5035,284.21
5036,281.474
5037,301.604
5038,285.121
5039,266.019
5040,259.59
5041,258.892
5042,250.426
5043,239.318
5044,224.26
5045,213.737
5046,216.846
5047,248.021
5048,226.867
5049,238.849
5050,264.268
5051,272.161
5052,298.51
5053,322.363
5054,325.636
5055,327.927
5056,340.251
5057,328.547
5058,327.084
5059,313.117
5060,324.137
5061,354.144
5062,343.267
5063,329.509
5064,295.745
5065,296.671
5066,278.77
5067,255.408
5068,245.13
5069,240.471
5070,239.601
5071,273.942
5072,255.858
5073,275.334
5074,288.284
5075,305.133
5076,333.42
5077,360.235
5078,352.269
5079,348.327
5080,351.061
5081,332.893
5082,335.829
5083,329.602
5084,333.031
5085,357.455
5086,340.565
5087,319.989
5088,295.366
5089,298.131
5090,276.686
5091,265.659
5092,256.177
5093,247.802
5094,243.478
5095,277.23
5096,265.853
5097,264.051
5098,287.242
5099,305.211
5100,349.343
5101,346.798
5102,360.046
5103,350.796
5104,363.695
5105,350.791
5106,348.279
5107,340.532
5108,342.202
5109,360.308
5110,341.851
5111,332.32
5112,309.133
5113,304.483
5114,290.896
5115,276.32
5116,258.815
5117,256.861
5118,256.036
5119,289.674
5120,271.326
5121,285.027
5122,311.629
5123,338.547
5124,370.814
5125,379.524
5126,372.693
5127,378.155
5128,376.771
5129,369.787
5130,364.815
5131,353.614
5132,357.111
5133,379.219
5134,356.149
5135,344.263
5136,318.637
5137,310.903
5138,294.87
5139,279.981
5140,267.441
5141,274.444
5142,250.586
5143,273.107
5144,262.836
5145,268.686
5146,312.477
5147,308.347
5148,329.951
5149,337.469
5150,350.792
5151,346.264
5152,350.256
5153,342.42
5154,342.094
5155,342.187
5156,338.868
5157,375.483
5158,367.754
5159,359.268
5160,338.689
5161,318.243
5162,296.297
5163,284.347
5164,276.49
5165,272.776
5166,268.809
5167,277.711
5168,285.252
5169,305.238
5170,321.375
5171,323.377
5172,347.793
5173,373.732
5174,369.735
5175,369.96
5176,362.216
5177,354.289
5178,352.781
5179,350.861
5180,358.272
5181,373.415
5182,338.278
5183,330.368
5184,306.826
5185,310.62
5186,293.968
5187,279.085
5188,264.104
5189,254.556
5190,259.647
5191,288.593
5192,281.913
5193,302.465
5194,330.548
5195,333.729
5196,349.518
5197,358.654
5198,354.092
5199,362.801
5200,381.19
5201,378.487
5202,372.879
5203,376.318
5204,377.786
5205,398.204
5206,395.478
5207,366.773
5208,323.017
5209,329.621
5210,314.58
5211,295.801
5212,292.987
5213,289.276
5214,285.305
5215,301.217
5216,305.398
5217,315.208
5218,337.951
5219,355.816
5220,374.059
5221,386.551
5222,382.979
5223,386.88
5224,401.956
5225,387.792
5226,388.355
5227,390.909
5228,402.28
5229,408.259
5230,382.069
5231,377.533
5232,369.763
5233,362.855
5234,337.057
5235,325.829
5236,305.827
5237,291.981
5238,286.15
5239,324.567
5240,323.93
5241,343.946
5242,364.105
5243,364.527
5244,399.238
5245,407.384
5246,416.068
5247,403.807
5248,403.667
5249,418.389
5250,399.69
5251,395.086
5252,415.104
5253,430.493
5254,414.37
5255,398.421
5256,372.887
5257,360.031
5258,335.699
5259,326.502
5260,311.948
5261,305.178
5262,287.774
5263,341.044
5264,332.148
5265,336.691
5266,353.017
5267,361.931
5268,388.274
5269,399.804
5270,348.994
5271,389.98
5272,410.831
5273,415.475
5274,391.992
5275,386.47
5276,399.773
5277,400.341
5278,386.46
5279,399.269
5280,378.055
5281,355.423
5282,334.914
5283,306.458
5284,290.107
5285,292.274
5286,288.223
5287,301.244
5288,314.257
5289,340.171
5290,349.395
5291,356.401
5292,383.874
5293,402.714
5294,382.71
5295,384.828
5296,393.526
5297,384.457
5298,367.366
5299,364.952
5300,364.396
5301,363.396
5302,348.026
5303,335.619
5304,314.781
5305,308.338
5306,284.571
5307,281.959
5308,268.167
5309,273.08
5310,279.722
5311,308.971
5312,286.387
5313,294.009
5314,296.14
5315,301.142
5316,322.552
5317,330.29
5318,326.605
5319,335.463
5320,348.196
5321,354.9
5322,359.695
5323,375.351
5324,379.813
5325,386.695
5326,360.73
5327,348.783
5328,326.992
5329,315.585
5330,304.364
5331,290.773
5332,276.649
5333,271.198
5334,277.496
5335,317.659
5336,307.521
5337,306.102
5338,314.24
5339,320.714
5340,345.759
5341,352.579
5342,355.766
5343,359.219
5344,366.318
5345,368.29
5346,378.376
5347,377.192
5348,370.736
5349,390.657
5350,362.568
5351,347.029
5352,338.039
5353,338.986
5354,311.977
5355,286.322
5356,274.077
5357,262.392
5358,266.726
5359,303.907
5360,282.594
5361,285.494
5362,292.044
5363,298.935
5364,322.193
5365,328.519
5366,336.33
5367,344.617
5368,369.435
5369,356.766
5370,362.627
5371,363.564
5372,354.199
5373,386.21
5374,372.734
5375,325.325
5376,325.189
5377,320.723
5378,296.289
5379,296.257
5380,274.76
5381,278.093
5382,273.444
5383,272.105
5384,277.159
5385,305.086
5386,332.902
5387,341.507
5388,352.32
5389,361.068
5390,364.347
5391,398.951
5392,388.46
5393,360.446
5394,326.715
5395,341.685
5396,355.815
5397,364.155
5398,349.791
5399,277.274
5400,268.6
5401,306.389
5402,298.147
5403,264.162
5404,252.514
5405,267.26
5406,251.754
5407,267.228
5408,268.537
5409,277.725
5410,280.986
5411,333.154
5412,344.326
5413,342.226
5414,321.223
5415,338.673
5416,335.9432
5417,333.744
5418,331.699
5419,291.699
5420,345.023
5421,316.841
5422,311.684
5423,272.895
5424,277.997
5425,289.535
5426,287.595
5427,291.148
5428,259.597
5429,247.547
5430,261.488
5431,275.518
5432,254.872
5433,255.809
5434,253.631
5435,270.222
5436,283.597
5437,281.709
5438,302.686
5439,311.227
5440,273.185
5441,294.866
5442,302.87
5443,276.7
5444,288.417
5445,277.979
5446,262.696
5447,229.019
5448,231.084
5449,277.176
5450,256.852
5451,252.489
5452,221.029
5453,224.315
5454,226.749
5455,248.596
5456,228.585
5457,229.588
5458,255.193
5459,254.994
5460,286.369
5461,282.197
5462,285.837
5463,287.579
5464,297.286
5465,308.97
5466,300.497
5467,284.926
5468,263.449
5469,272.586
5470,260.53
5471,241.536
5472,235.882
5473,238.767
5474,228.303
5475,228.569
5476,215.45
5477,212.555
5478,216.728
5479,240.889
5480,230.218
5481,215.665
5482,255.499
5483,262.059
5484,269.12
5485,272.895
5486,279.592
5487,265.362
5488,273.791
5489,269.269
5490,278.781
5491,270.239
5492,270.01
5493,282.017
5494,261.592
5495,251.594
5496,243.062
5497,264.77
5498,240.026
5499,235.09
5500,233.409
5501,228.844
5502,235.287
5503,264.672
5504,252.299
5505,249.817
5506,267.738
5507,265.498
5508,288.193
5509,256.617
5510,250.279
5511,275.282
5512,284.73
5513,292.37
5514,292.78
5515,284.649
5516,282.165
5517,271.671
5518,252.983
5519,250.584
5520,249.189
5521,266.76
5522,261.91
5523,241.385
5524,221.25
5525,234.842
5526,248.125
5527,264.364
5528,261.905
5529,255.826
5530,260.852
5531,273.681
5532,291.98
5533,264.623
5534,255.227
5535,268.255
5536,269.57
5537,268.821
5538,269.647
5539,287.169
5540,222.967
5541,227.879
5542,216.698
5543,184.251
5544,193.582
5545,206.999
5546,204.136
5547,189.436
5548,190.481
5549,197.416
5550,209.027
5551,200.463
5552,204.723
5553,209.71
5554,254.122
5555,228.44
5556,223.218
5557,211.752
5558,208
5559,206.801
5560,211.666
5561,230.468
5562,223.388
5563,236.893
5564,245.223
5565,247.797
5566,236.944
5567,217.597
5568,215.644
5569,217.729
5570,203.455
5571,199.478
5572,192.175
5573,190.309
5574,186.575
5575,224.953
5576,194.917
5577,192.911
5578,210.3
5579,210.345
5580,222.295
5581,211.496
5582,215.345
5583,228.981
5584,254.834
5585,268.531
5586,288.014
5587,273.234
5588,282.798
5589,282.457
5590,264.981
5591,243.821
