193.987,0.909090909,0,0.666666667,0.302325581,0.243902439
187.12,0.909090909,0.043478261,0.666666667,0.302325581,0.243902439
189.514,0.909090909,0.086956522,0.666666667,0.302325581,0.243902439
190.69,0.909090909,0.130434783,0.666666667,0.302325581,0.243902439
206.349,0.909090909,0.173913043,0.666666667,0.302325581,0.243902439
201.094,0.909090909,0.217391304,0.666666667,0.302325581,0.243902439
223.495,0.909090909,0.260869565,0.666666667,0.302325581,0.243902439
230.597,0.909090909,0.304347826,0.666666667,0.302325581,0.243902439
228.001,0.909090909,0.347826087,0.666666667,0.302325581,0.243902439
237.563,0.909090909,0.391304348,0.666666667,0.302325581,0.243902439
233.098,0.909090909,0.434782609,0.666666667,0.302325581,0.243902439
248.331,0.909090909,0.47826087,0.666666667,0.302325581,0.243902439
225.034,0.909090909,0.52173913,0.666666667,0.302325581,0.243902439
221.596,0.909090909,0.565217391,0.666666667,0.302325581,0.243902439
242.23,0.909090909,0.608695652,0.666666667,0.302325581,0.243902439
235.041,0.909090909,0.652173913,0.666666667,0.302325581,0.243902439
237.329,0.909090909,0.695652174,0.666666667,0.302325581,0.243902439
254.505,0.909090909,0.739130435,0.666666667,0.302325581,0.243902439
253.179,0.909090909,0.782608696,0.666666667,0.302325581,0.243902439
236.71,0.909090909,0.826086957,0.666666667,0.302325581,0.243902439
221.068,0.909090909,0.869565217,0.666666667,0.302325581,0.243902439
204.747,0.909090909,0.913043478,0.666666667,0.302325581,0.243902439
185.549,0.909090909,0.956521739,0.666666667,0.302325581,0.243902439
172.146,0.909090909,1,0.666666667,0.302325581,0.243902439
200.127,0.909090909,0,0.833333333,0.325581395,0.243902439
186.238,0.909090909,0.043478261,0.833333333,0.325581395,0.243902439
181.825,0.909090909,0.086956522,0.833333333,0.325581395,0.243902439
182.282,0.909090909,0.130434783,0.833333333,0.325581395,0.243902439
181.866,0.909090909,0.173913043,0.833333333,0.325581395,0.243902439
178.264,0.909090909,0.217391304,0.833333333,0.325581395,0.243902439
200.615,0.909090909,0.260869565,0.833333333,0.325581395,0.243902439
199.883,0.909090909,0.304347826,0.833333333,0.325581395,0.243902439
224.432,0.909090909,0.347826087,0.833333333,0.325581395,0.243902439
